keywords,label
"혼자놀기,혼자,혼자노는법,자발적거리두기,집순이,집에서놀기,집에서노는법,사회적거리두기,집돌이,집콕",0
"장성군,장성군코로나현황,코로나19,사회적거리두기,마스크의무착용",0
"이리저리,이기주의,무개념,정신차리게,사회적거리두기,한심하다",0
"korea,사회적거리두기,확진자발생,코로나19,covid19,docl,life,safe,코로나_19,손씻기,self_check_up,covid_19,with_docl,코로나19이겨내자,확진자,실시간정보,doctors_on_the_cloud,마스크,코로나19극복,코로나조심,진단,신종코로나바이러스,코로나19예방,현황,who,코로나종식기원,확진,코로나19_우리가이긴다,오늘도_check_up",0
"알바그램,진단키트,좋아요테러반사,코로나19이겨내자,선팔하면맞팔🙆,좋아요그램👍,남이면,likelike4like,좋반반사,좋반테러환영,좋아요반사,퇴근,대한민국,코로나19,선팔맞팔,follow4followback,사회적거리두기,korea,퇴근길,화이팅💪,충청북도청주,생산알바,좋반테러,첫줄반사👋,likelikeback,likeforlikes,좋테반사,선팔환영,선팔100",0
"사회적거리두기,힘내자,방역,코로나19",0
"저리가,훠이훠이,사회적거리두기,socialdistancing,covid19goaway,koreancanadiancommunity,postcovid19",0
"가정보육,a,도치맘,황금개띠아기,경찰,빙글빙글,3살아기,독박육아,도미노놀이,육아소통,생후820일,코로나,유아놀이,26개월아기,하원후일상,내꼬야,stop,육아,책,3살,알파벳",0
"우울,삶,여행,아봐타코스,내면,일기,변화,목표,마음,힐링,행복한,avatarcourse,성장,생각,감정,극복,소모임,innerpeace,정리,워크샵,코로나,자기관리,의식",0
"오오티디,도쿄출장,데일리,cavempt,무료한일상,아웃핏,street,데일리룩,스타일링,카브엠트,styling,busnisetrip,언더커버,추억팔이,undercover,tokyo,dailylook,outfit,출근룩,출근길,ootd,코로나,style,daily,지겨운",0
"코로나,도핑프리로",0
"covid,distancing,daily,마스크착용,distancelearning,socialdistancing,covid19,southkorea,quarantine,코로나,생활속거리두기,사행시,거리두기,k거리두기운동본부,강남역,covidchallenge,challenge,힘내라대한민국,코로나챌린지,사회적거리두기,coronavirus,코로나19",0
"늦게올리기,날씨좋다,어디못감,일요일에찍은사진,코로나,드라이브",0
"코로나,지하철",0
"거리두기,southkorea,challenge,마스크착용,사회적거리두기,distancing,covid19,힘내라대한민국,covid,사행시,daily,생활속거리두기,응원합니다,covidchallenge,socialdistancing,코로나챌린지,quarantine,coronavirus,코로나19,k거리두기운동본부,코로나,강남역",0
"좋아요,친구,팔로우환영,팔로우미,followforfollowback,인친,인스타그램,ㅗ,fff,여행,가고싶다,시발,팔로우,맞팔,follow4like,05,디엠,following,likesforlike,코로나,love",0
"조심하세요,패션,일상스타그램,스트릿패션,예방,daily,일상,조심,selfle,코로나,ootd,패피,코로나19,오오티디,마스크필수,소통,손씻기,소통스타그램,선팔하면맞팔",0
"워크샵,마음,정리,의식,생각,힐링,내면,성장,아봐타코스,innerpeace,일기,행복한,우울,자기관리,변화,감정,극복,인생,여행,소모임,avatarcourse,코로나,삶",0
"기회,위기,코로나",0
"바이러스감소,청정기,코로나,암웨이,바이러스",0
"follow4like,lfl,팔로우,ㅗ,좋아요,인친,여행,맞팔,친구,following,코로나,팔로우환영,인스타그램,시발,followforfollowback,fff,likesforlike,05,팔로우미,love,가고싶다",0
"삶의방식,변화,진화,uncontact,코로나",0
"코로나,취소,여행계획",0
"좋아요테러,마스크착용,소통,이때가그립다,선팔,맞팔,조심,오랜만에,daily,럽스타그램,맛집,대전,추억소환,오니까,먹스타그램,코로나,하남돼지집,맞팔선팔,추억,항정살,좋반,할수있다,좋아요,삼겹살,나니까,좋아요반사,둔산동,너무좋다",0
"코로나,경찰,중앙경찰학교",0
"코로나이후의세계,코로나,북스타그램,글,글스타그램,책,책추천,책스타그램",0
"어린이집,어린이집등원,코로나,크록스,3살아기,애착인형,황금개띠아기,가정보육,등원룩,독박육아,마스크,육아,도치맘,눈웃음,어린이집생활,비니비니😍❣,생후820일,습한날씨,육아소통,3살,황금개띠맘,안녕,지비츠,장마,하원,키즈노트",0
"마스크언제까지,마실,셀카,스벅,ssong2",0
"힐링,떠나고싶다,장마,답답한요즘,코로나,스트레스,터닝포인트,차박",0
"코로나,사라져라",0
코로나,0
"감사,코로나,스트레스,오빠,일탈,많은생각",0
"강제멈춤,극단해,2050거주불능지구",0
"성인마스크,면마스크,마스크도패션,아빠선물,친정엄마선물,핸드메이드,마스크필수,아동마스크,코로나,필터교체마스크,주문가능,남자마스크",0
"마스크언제까지,마실,코로나,ssong2,스벅",0
"happybirthday,생일파티,코로나,언제끝나",0
"대한민국화이팅,사라져라",0
"감사,코로나,헐리,일탈,오빠,스트레스",0
"강제멈춤,2050거주불능지구,극단해",0
"극단해,코로나,2050거주불능지구",0
"신종,책누리2,바이러스,코로나,우리가,코로나19",0
"회사원,코로나,해보자,알라딘지니🧞‍♂️,그림일기,횽그래,지니새끼,체질,사장님짱,즐거운회사생활,이시국,눈물아니고땀",0
"바이러스,사피엔스,코로나19,문명,코로나,자본주의,생태,신인류,fff,뉴노멀시대,뉴노멀,생태계,행복",0
"코로나19,해남공공도서관,코로나,우리가,바이러스,신종",0
"코로나,covid19,selfie",0
"마스크,covid19,selfie",0
"covid19,마스크,코로나",0
"마스크,코로나,selfie",0
"비오지마,빼고,휴가,화요일,비,비내리지마,마치,장마,마스크,주말,잘생각은없다,걱정은하지만,새벽감성,뭘봐,행복한생각,출근어떡하지,코로나,잠이안와,기쁜생각,긍정적인생각,그리워,좋은생각,완벽한날들,내기분,흐림",0
"자가격리숙소,서울숙소,자가격리시설,단독주택,이태원숙소,담독주택자가격리,자가격리,코로나,해외입국자자가격리숙소,인천공항,서울에어비앤비,selfqurantine,해외입국자,southkorea,서울자가격리",0
"selfie,마스크,covid19",0
"코로나,마스크,selfie",0
"코로나,양양",0
"여름방학,집콕,코로나",0
"제발,쫌가라,만들어주세요,등따시고배부르면나도이런거안청해,코로나,솔로몬,잘났다,부럽다,코로나사라지면나도멋진거청할수있어,바이러스,부러워,쫌,아멘",0
"이별글,에세이,책추천,좋아요반사,코로나,글귀,daily,커피,바다,휴가,사진,짝사랑글귀,위로글귀,여행,선팔,감성사진,맞팔,시스타그램,이별글귀,글스타그램,카페,커플,우울,팔로우,좋아요,글그램,캘리,럽스타그램",0
"그리워,흐림,내기분,걱정은하지만,완벽한날들,장마,비오지마,주말,코로나,시간을돌려줘,휴가,마치,뭘봐,행복한생각,긍정적인생각,좋은생각,출근어떡하지,비,빼고,마스크,잠이안와,비내리지마,기쁜생각,새벽감성,잘생각은없다",0
"코로나19물러가라,선팔하면맞팔,고피자,연세대,고피자신촌점,신촌맛집,자영업,단비,배달의민족,신촌,피자맛집,f4follow,배달,피자,연세대학교,코로나,선팔,신촌맛집추천,좋아요반사,대학생,골목식당,신촌역맛집",0
"코로나,좋튀,코로나19물러가라,학생스타그램",0
"코로나꺼져,coronavirus,wecantbreathe,drugepidemic,loveyourself,키드커디,depression,toomuchdrugs,kidcudicult,fuckdepression,eminemstan,fuckracism,theadventureofmoonmanandslimshady,마스크필수,kidcudi,corona,코로나19물러가라,mask,masks,fightingdepression,stan,loveyourneighbors,코로나,moonman,pursuitofhappiness,eminem,에미넴,maskon😷",0
"그리워,비,내기분,화요일,장마,좋은생각,잘생각은없다,뭘봐,비오지마,휴가,걱정은하지만,완벽한날들,코로나,마치,새벽감성,흐림,비내리지마,출근어떡하지,마스크,잠이안와,긍정적인생각,행복한생각,빼고,시간을돌려줘,주말",0
"셀스타그램,마스크착용,fyp,06,좋아요늘리기,데일리,코로나,얼태기,중2,followforfollowback,likeforfollow,followｍe,liketime,follow,극복",0
"학생스타그램,코로나,코로나19물러가라,07",0
"코로나,실버푸들,푸들,마스크",0
"새벽,취미,취미스타그램,대학,모르게쒀요,대학생,어렵다,그림,취미생활,시작,코로나19물러가라,그림스타그램,일러스트,코로나,인스타그램",0
"힘들다,마스크,셀카,영화,cgv,콜라,아디오스,01년생,조심,부천역cgv,스물,청불,똥머리,부천역,셀스타그램,팝콘,핑크색,존맛탱,묶기,핑크,01,헤어스타일,코로나19,마스크필수,코로나,영화추천,스무살,얼스타그램,pink",0
"코로나,모르게쒀요,새벽,취미,대학생,코로나19물러가라,캐릭터,일러스트,그림스타그램,어렵다,취미생활,취미스타그램,대학,시작,인스타그램",0
"시작,취미,대학,코로나,모르게쒀요,취미스타그램,어렵다,일러스트,그림스타그램,새벽,그림,캐릭터,코로나19물러가라,취미생활,인스타그램",0
"힐링,일상이,없어진,맑음,광명동굴,잠시,코로나",0
"코로나19저격,안전한김포공항,공항에서마스크필수착용,널쏘고가라,산방산,치안이곧미래,치안산업박람회,비행기타고국내여행,제주도가고싶다,출장에왠총,사실은출장사진,코로나",0
"빨리,되기를빕니다,슬프다,참석못하는동생,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,코로나,망할,종식종식,동생없는,해외입국자,한국에있어도,코로나자가격리,ㅠㅠ,자가격리2주,결혼식예정",0
"여수,미워,코로나,가고싶다,한국",0
"instagram,코로나19,photo,감성,화이팅,사진,사회적거리두기,코로나,무더워",0
"코로나,미워,여수밤바다,가고싶다,한국",0
"photo,감성,사진,코로나,화이팅,사회적거리두기,instagram,무더워,마스크",0
"코로나,의료진덕분에,오뚜기라면",0
"학생스타그램,04,언제끝나,선팔하면맞팔,인친환영,좋아요반사,코로나",0
"사진,instagram,코로나19,마스크,코로나,무더워,사회적거리두기,photo,화이팅",0
"돌아기,코로나,집콕,주말,오송더비케이크,육아맘,아들,육아,세종맘,아들맘,아들그램,근데_왜_케이크는_안주지,엄마가_끓여준_미역국,11개월아기,12개월아기,미니케이크,생후357일,건후의_일기,첫번째생일,돌아기미역국,평일,황금돼지띠아기",0
"lyvl,코로나면역,코로나극복,라이블,착한성분,라이블핸드크림,살균,살균핸드크림,니치향수,손세정제,핸드크림",0
"우리의,코로나",0
"쓰레기,krank,코로나바이러스,umwelt,müll,마스크,problem,nature,corona,환경오염,covid19,mask,coronavirus,umweltverschmutzung,코로나,자연,garbage,maske,sick,natur",0
"급식,집가고싶다,월요일,시리얼,학교,03년생,온라인수업,그립다,코로나,아직",0
"조심,코로나,일상",0
"학교가그리워,여름,곰돌이와나차이,행복한마스크",0
"코로나,대학생,조심",0
"언제,힘듬😥,없어지냐",0
"망했다,코로나,다른건,기말고사,역사,수업,온라인",0
"코로나,싫어,대구,20190408,fff,일상,선팔,lfl,전신샷,selca,데이트,이월드,좋아요,daily,instagood,insta,follow,selfie,셀피",0
"힘듬😥,없어지냐,언제",0
"코로나,코로나19물러가라,질병관리본부,의료진을응원합니다,illustagram,인물드로잉,드로잉,코로나19,의료진덕분에,마스크필수,일러스트그림,일러스트그램,보건복지부,일러스트",0
"일상,휴가,지겨워,셀카,비행기,마스크,괜찮아,타고싶다,소통,여름,어디로가야하죠,여행",0
"대한민국,코로나,계속웃어,2020",0
"코로나,언제,없어지냐",0
"stayhome,계속웃어,코로나,대한민국",0
"그만꺼져,코로나,socialdistancing,집순이,사회적거리두기,bored,코로나19,집콕,covid19,슬기로운코로나생활",0
"데이트,텅텅빈극장,반도,코로나",0
"먹고또먹고,호캉스,코로나,해외여행은언제가나,휴가중",0
"하루빨리퇴치되길,돼지국밥,동족상잔의비극,급식,교육행정,프로필,코로나,교행직,웹소설,퇴근후,너에게만오직충성,링크,사무노가다",0
"슬기로운코로나생활,사회적거리두기,집콕,그만꺼져,covid19,집순이,bored,socialdistancing,코로나,코로나19",0
"취미,코로나",0
"피서지,국내여행,돈내코원앙폭포,물놀이명소,사회적거리두기,서귀포,제주,대한민국구석구석",1
"아몰랑,송정,자매스타그램,주말,일상,중복,놀아,송정해수욕장,모래놀이,사회적거리두기",1
"사회적거리두기,별아래너와나,생활속거리두기,1253밴드,지역문화진흥원,대전,대중음악,청춘,달달한아이들,감성,자스무지쿠스,그린스무드,대전문화재단,청년,문화가있는날,비대면,버스킹,온라인공연,충남,청춘마이크,음악,예술가,대전mbc,예술",1
"jmt,생활속거리두기,엄사,노키즈존,사회적거리두기,논산맛집,계룡핫플,펄프용기,착한식당,확찐자,오픈키친,키즈존,비스트로씨에르보,먹스타그램,코로나청정지역,계룡맛집,일상,공주맛집,수제디저트,세종맛집,동학사맛집,씨에르보,진급턱,대전맛집,예스키즈존,대전레스토랑,코로나19물러가라,계룡",1
"소통,vrar,스타트업,소프트웨어,화요팅,증강현실,가상현실,오창호수공원,여름휴가,사회적거리두기,likelike,청주스타트업,충북에서뭐하지,교육프로그램,일상,정부지원사업,기업지원,일상스타그램",1
"열체크,순천마을공동체지원센터,순마지,손소독,청소도하고,마스크,사회적거리두기,순천시민협력센터,깨끗해요👍🏻,재개관했어요",1
"레드콤보,참이슬파티크루7기,야식,간장콤보,하이트진로,홈이슬파티,챌린지,서포터즈,치소,홈파티,치킨,레드간장반반,교촌치킨,하이파이브,테라,반반치킨,치진로,진로,코로나19,참이슬,부산",1
"자매스타그램,아몰랑,놀아,주말,중복,사회적거리두기,송정,일상,모래놀이,가족나들이",1
"결혼선물,착한침대,일산침대,사회적거리두기,꿀잠,혼수준비,다이렉트웨딩,이사준비,코로나19,포천침대,갓성비,월매369,셀프웨딩,꿀잠템,세스코,방역,세종침대,이사,결혼준비,월드매트리스369,새집",1
"멍때리기좋은곳,청도애견카페,한적한곳,반려견민박,🐶,동곡식자재마트,대관,촌촌끝집,집밥집,시골민박,산아래,독채애견민박,성화축산,네발랜드,개환영카페,반려견,독채애견펜션,생활속거리두기,애견카페,반려견운동장,애견민박,네발랜드코스,민박,청도애견동반,경산,애견동반,페스코채식,청도애견민박,애견펜션",1
"건강한식탁,탐라반상,우리,착한가게,채식식당,로컬푸드,실천음식점,집밥,정직한맛,그때그날,참좋았었다고,한국음식,새로운일상,수제음식,사회적거리두기",1
"행복해💕,dreamland,soundofheaven,overthemoon,사회적거리두기,sohappytogether,softtouch,amidreaming,dreamcometrue,steinwaypiano,cottoncandy,우리집,grandpiano,스타인웨이,피아노,꿈만같아,steinway,그랜드피아노,pandemiclife,건반,ourhome,부드러움,steinwayandsons,환상,keyboard,꿈같은시간,솜사탕,천상의소리,lockdowngifts",1
"감성사진,소모임,컨셉화보,photography,패션,모델,스냅촬영,스냅,nikon,model,색감,일상,감성,아이리스,여름,화보,감성샷,촬영,프로필,감성엄슴,얼스타그램,일반인촬영,일반인화보,모델촬영,사회적거리두기,사진",1
"홈이슬칵테일,서포터즈,테라,부산,진로,참이슬파티,사회적거리두기,하이트진로,하이파이브,참이슬파티크루7기,참이슬,홈파티,챌린지",1
"팔공산,힐링,힘내세요_대한민국,힘내세요_경산,맞짱7,재충전시간,힘내세요_대구,산행,갓바위,대구프리마켓,혼산,풍경그램,힘내세요_질병관리본부,힘내세요,경산프리마켓,생활속거리두기,소원성취🙏,등산,산스타그램🌳🌲🌿,mazjjang7,나도베풀며살자,사회적거리두기,이겨내자코로나19,첫줄안녕🖐,힘내세요_경북",1
"혼산,경산프리마켓,나도베풀며살자,산스타그램🌳🌲🌿,힘내세요_경산,할일은하자,힘내세요_질병관리본부,재충전시간,힐링,맞짱7,풍경그램,힘내세요_경북,팔공산,이겨내자코로나19,힘내세요_대한민국,첫줄안녕🖐,사회적거리두기,힘내세요_대구,대구프리마켓,mazjjang7,생활속거리두기,산행,등산,소원성취🙏,힘내세요",1
"둘레길산책🌲🌳,산책길🐾,장마시작☔️,꽃사랑💕,사회적거리두기,비오는날☔️,꽃과",1
"빵순이,jam,맘수다,clottedcream,브런치,판교빵집,서비스도,단호박빵,스콘맛집,잘먹었습니다❤️,저격취향😻,테이블보,코로나,분위기,커피타임,외부,판교맛집,우리동네빵집,잼앤브레드,우리동네,틈틈히,쨈과크림치즈,외쿡분위기,스콘이",1
"키덜트,휴양지,괌,미키마우스,장마,집구석,바다,해변,코로나,아아",1
"삼계닭,계곡여행,생오리,당일,인천,건강,남해,부산,포장,여행,여수,코로나,오리백숙,강원도,문의,택배,산악회,울산,포황,바다여행,여름,서울,대구,잡아서온,한진유통,대전,페션,광주,오리불고기",1
"반얀트리,물놀이,발열체크,사회적거리두기,풀파티,즐거운주말",1
"마스크,얼스타그램,훈녀,헤어추천,오늘의패션,데일리,셀피,오늘의훈녀,자스민😭💕,좋아요,셀카,화이트앤블루,오오티디,ootd,speechless,맞팔,건대입구,인스타그램,일상,선팔,❤️,분위기,좋반,롯데시네마,디즈니영화,셀스타그램,코로나,팔로우,단발머리",1
"을왕리해수욕장,갯벌체험,선녀바위해수욕장,비오는날,외딴곳,갯벌,왕산해수욕장,코로나,친구와함께,해물칼국수",1
"생일축하,촛불,할라_케이크,또봐요우리👋,홍대,모닭모닭,고마워🙆,센스,옛날집",1
"covid19,florist,아방가르드,여름휴가,꽃,florstuffofficial,dope,꽃에는힘이있다,코로나,감사합니다,avantgarde,아이엠지",1
"풀파티,발열체크,반얀트리,즐거운주말,사회적거리두기,물놀이",1
"사랑해요,부산,마스크,행복,데일리그램,호웅이,옷스타그램,취미,버킷리스트,이모티콘,소통,맞팔환영,인스타그램,코로나,맞팔,힐링,일상,일상스타그램,선팔,감성,_tigerbear,데일리코디,데일리룩,좋아요,맞팔해요,소통환영",1
"thanks,밀알복지재단,god,이태란,물러가주렴,우리많이반성했으니,가족,이제,이제그만,박시은진태현부부,유선,감사합니다,기부라이딩,박탐희,동상이몽",1
"avantgarde,코로나,아방가르드,아이엠지,감사합니다,flower,꽃에는힘이있다,covid19,dope,florist,florstuffofficial,여름휴가",1
"스케일보소,찐행복,고맙다우,여기가,송모찌의실내포차,❤️,삼계탕,포차맛집,제발사라져,코로나,만들어주는,중복",1
"울컥,손편지,슬기로운은둔생활,이런날올꺼야,소확행,좋아요오,hi_hello_hey_alo_bonjour_ciao_hola_안녕,아들스타그램,집콕놀이,집콕,아들둘맘,취향저격,countyourblessings,몹시플롭시코튼테일피터,일상,paris,미대오빠,코로나,9세형아,awesome,편지,엄마사람,그림,좋아요반사,alonetogether,소망,상꼬맹오유",1
"코로나,매일아침등산하기,물놀이,손녀딸,텃밭가꾸기재미",1
"코로나,호캉스,시그니엘,때문에,곧,버킷리스트,시켜줄게,우리엄마,호강,시그니엘호텔",1
"유치원,역변금지,첫줄반사,5세,아들스타그램,코로나,내사랑,귀요미",1
"친구생일,게임,game,오랜만에,ㅎㅇ,좋아요,이시국,생일,오락실,총게임",1
"생일기념으로🎂,광주,광주카페,그런느낌,코로나,카페,좀실컷가게,수완지구카페,오랜만이라,얼릉,예쁜카페,외출이,그런느낌카페,잠잠해져랏,나",1
"코로나,외출이,그런느낌,나,수완지구카페,그런느낌카페,좀설렜다😘,카페,광주,예쁜카페,오랜만이라,잠잠해져랏,생일기념으로🎂,좀실컷가게,광주카페",1
"오랜만에,ootd,beach,여행,비키니,날씨가다했다,다이어트,바다,여름,데일리,코로나,휴일,thailand,가족여행,summer",1
"속초도착,실버,예쁘다그램,주얼리맛집,장거리운전🚗,네가족,젊줌마,빌롱,국내여행,행복,잘놀다가자❤️,속초살기,방학,여름휴가,힐링,휴가,코로나,속초일주일살기,속초해수욕장,쥬얼리,대전,빌롱이휴가왔어요,속초여행",1
"행복,두배,46개월아기,율공주,육아소통,둘째,코로나,인친,찬왕자,율찬이네,세젤예,조심,남매스타그램,도치맘,남매맘,28개월아기,세젤귀",1
"daily,코로나,주말,날씨가다했다,instadaily,travel,오랜만에,여행스타그램,캠핑,집에갔나",1
"귀욤,쌩이별,꾸석이,우리,출산,ㅋㅋㅋ,조리원천국,지루한,😭,ㅋㅋㅋㅋ,남편이랑,코로나,모순,❤️,쪼꼬미,입성,망할,육아맘,아들",1
"먹고또먹고,코로나,해외여행은언제가나,휴가중,호캉스",1
"여름에,청정지역,피서,구경,고기랑,꿀맛,속초로,산,코로나",1
"운동,매탄,아주대근처,냄새,복싱,여자복싱,아주대맛집,수원,인생체육관,땀,여름휴가,첫라운드,코로나,솔로,아동복싱,챔피언,매탄동,다이어트복싱,몸무게,여름,휴가,다이어트,원투,글러브,아주대,아이스크림,와일드복싱매탄관",1
"심플네일,이달의아트,봄내일,네일디자인,nail,네일아트잘하는잡,무광네일,도깨비젤입고,도란도란곱창,유지력좋은샵,유지력좋은,가성비좋은네일샵,외대네일,코로나,외대정문,외대,네일스타그램,gelnails,속눈썹연장,휘경동네일,소통,패디큐어",1
"유지력좋은샵,이달의아트,코로나,외대네일,패디큐어,웨딩네일,외대,무광네일,가성비좋은네일샵,심플네일,외대정문,gelnails,네일디자인,도란도란곱창,봄내일,nail,휘경동네일,도깨비젤입고,네일아트잘하는잡,유지력좋은,소통,속눈썹연장",1
"외대,네일디자인,도란도란곱창,이달의아트,네일스타그램,nail,패디큐어,네일아트잘하는잡,가성비좋은네일샵,코로나,gelnails,봄내일,외대정문,외대네일,유지력좋은샵,속눈썹연장,소통,유지력좋은,도깨비젤입고,웨딩네일,무광네일,심플네일",1
"건강히커다오,2020,연년생,저리가,초록,진주수목원,여보고생이많아요,핑크가족,코로나,새로운가족사진",1
"퇴근후,코로나,캠핑여행,캠핑장,캠핑요리,오토캠핑,외상환영,차박캠핑,여수여행코스추천,죽림맛집,우중캠핑☔️,캠핑장추천,전라도,나이름대면,여행에미치다,여수캠핑,맛집스타그램,장마,캠핑용품,캠핑족,캠핑스타그램,뷰티스타그램,여수브런치카페,여수맛집인정,캠핑,여수그림카페,캠핑클럽,여수맛집,칭다오맥주",1
"코로나,가족의탄생,가족이니까,가족이라서,안녕말판씨,말판씨주민들",1
"바캉스,조아요,프라다,테수토호보백,존예보스,프라다테수토,여친,선물추천,핵존예,명품백,여름휴가,쇼핑중독,이쁜가방,명품,아내선물,쇼핑중,부산,코로나,정품급,오프화이트,크로스백,물난리,싹스리,레플리카,가방스타그램,인싸가방,깔끔,신상",1
"광안대교,좋반,반반,코로나,뷰맛집,셀카,자리배치,선팔,민락수변공원,소통,휴무,하늘,큐알코드,보라,김치전,광어회,좋아요,부추전,회,부침개,맞팔,어묵탕,거리두기,여행,라면,펭수,먹방,수변공원,광안리",1
"유머스타그램😁,짧은글,성경,제주도,결혼,웃음,시집,김창옥tv,인생,감사,시,글,자작시,책스타그램,캘리그라피,연애스타그램,시스타그램,코로나19,감동,글그램,여행,좋은글,캘리,공감,북스타그램,코로나,공감글귀,인생글귀,글귀스타그램",1
"건대입구,오늘의훈녀,오늘의패션,맞팔,데일리,마스크,일상,셀스타그램,좋아요,롯데시네마,코로나,얼스타그램,셀피,분위기,단발머리,자스민😭💕,선팔,훈녀,디즈니영화,팔로우,오오티디,화이트앤블루,헤어추천,좋반,speechless,ootd,인스타그램,❤️,알라딘",1
"매탄,수원,여자복싱,냄새,챔피언,여름,휴가,땀,아이스크림,솔로,아주대맛집,원투,아주대근처,아동복싱,코로나,여름휴가,첫라운드,운동,글러브,우리집,와일드복싱매탄관,다이어트,몸무게,다이어트복싱,매탄동,인생체육관,아주대",1
"명품백,아내선물,물난리,프라다,여친,가방스타그램,정품급,싹스리,인싸가방,존예보스,크로스백,바캉스,핵존예,오프화이트,쇼핑중,프라다테수토,깔끔,신상,쇼핑중독,명품,코로나,조아요,테수토호보백,네일아트,여름휴가,이쁜가방,레플리카,부산",1
